time_tag,soft_flux,hard_flux
2026-06-24 11:07:00+00:00,1.0301010888724704e-06,1.6160949911636635e-08
2026-06-24 11:08:00+00:00,1.0392442391093937e-06,1.628151125032673e-08
2026-06-24 11:09:00+00:00,1.0562957868387457e-06,1.5932704044985257e-08
2026-06-24 11:10:00+00:00,1.0697305015128222e-06,1.9232288650528062e-08
2026-06-24 11:11:00+00:00,1.121581931329274e-06,2.3155038775257708e-08
2026-06-24 11:12:00+00:00,1.1266718047409086e-06,2.1390176740965217e-08
2026-06-24 11:13:00+00:00,1.0929708196272259e-06,1.833471152679067e-08
2026-06-24 11:14:00+00:00,1.061716147887637e-06,1.6820337123135687e-08
2026-06-24 11:15:00+00:00,1.0483860251042643e-06,1.7702461718727136e-08
2026-06-24 11:16:00+00:00,1.0441088988955016e-06,1.8542468893656405e-08
2026-06-24 11:17:00+00:00,1.0380268804510706e-06,1.717778630450084e-08
2026-06-24 11:18:00+00:00,1.0387838074166211e-06,1.6654798429271978e-08
2026-06-24 11:19:00+00:00,1.0338058018533047e-06,1.6086936227566184e-08
2026-06-24 11:20:00+00:00,1.0644561143635656e-06,2.2236205765580053e-08
2026-06-24 11:21:00+00:00,1.1521606211317703e-06,3.779645041390722e-08
2026-06-24 11:22:00+00:00,1.1858012385346228e-06,3.6393931424072434e-08
2026-06-24 11:23:00+00:00,1.1954147112192004e-06,3.616276700313392e-08
2026-06-24 11:24:00+00:00,1.218950274051167e-06,3.755469180077853e-08
2026-06-24 11:25:00+00:00,1.2534906090877485e-06,4.4566387913391736e-08
2026-06-24 11:26:00+00:00,1.3056813941147993e-06,5.2590852561706924e-08
2026-06-24 11:27:00+00:00,1.3348303582461085e-06,5.2996384170000965e-08
2026-06-24 11:28:00+00:00,1.3338592452782905e-06,4.78621160482362e-08
2026-06-24 11:29:00+00:00,1.3320909602043685e-06,4.282758325757641e-08
2026-06-24 11:30:00+00:00,1.3404438732322888e-06,4.358329519504878e-08
2026-06-24 11:31:00+00:00,1.3636162066177349e-06,4.7487759502473637e-08
2026-06-24 11:32:00+00:00,1.3893978803025675e-06,4.813500353861855e-08
2026-06-24 11:33:00+00:00,1.411458015354583e-06,4.846898349342155e-08
2026-06-24 11:34:00+00:00,1.4241417147786706e-06,4.6696122524281236e-08
2026-06-24 11:35:00+00:00,1.4569277482223697e-06,5.087531107506038e-08
2026-06-24 11:36:00+00:00,1.5315974906116026e-06,6.55345360200954e-08
2026-06-24 11:37:00+00:00,1.620632247067988e-06,7.507616572866027e-08
2026-06-24 11:38:00+00:00,1.605617626410094e-06,7.0969747412164e-08
2026-06-24 11:39:00+00:00,1.579507397764246e-06,6.48684874704486e-08
2026-06-24 11:40:00+00:00,1.6015062556107296e-06,6.729781176773031e-08
2026-06-24 11:41:00+00:00,1.6021873534555198e-06,6.530681417871165e-08
